Plataforma;Título;Tipo de Conteúdo;Ano de Lançamento;Nº Temporadas/Filmes na Saga;Nº de Episódios;Género;Produtor/Artista;Classificação IMDb;Classificação Etária (PEGI);Duração (minutos)
Crunchyroll;Smile Down the Runway;TV;2020;NULL;12.0;ANIME;NULL;NULL;Livre;25.0
Crunchyroll;I’ll Become a Villainess Who Goes Down in History;TV;2024;NULL;13.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Non Non Biyori Nonstop;TV;2021;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Casshern Sins;TV;2008;NULL;24.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Medaka Kuroiwa is Impervious to My Charms;TV;2025;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Karneval (TV);TV;2013;NULL;13.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Gugure! Kokkuri-san;TV;2014;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Boogiepop Phantom;TV;2000;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Tari Tari;TV;2012;NULL;13.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Naruto the Movie: Guardians of the Crescent Moon Kingdom;MOVIE;2006;NULL;1.0;ANIME;NULL;NULL;Livre;94.0
Crunchyroll;ISLAND;TV;2018;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;How to Keep a Mummy;TV;2018;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Gunslinger Girl;TV;2003;NULL;13.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Clockwork Planet;TV;2017;NULL;12.0;ANIME;NULL;NULL;Livre;25.0
Crunchyroll;Date A Live V;TV;2024;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;She Professed Herself Pupil of the Wise Man;TV;2022;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Hetalia Axis Powers;ONA;2009;NULL;52.0;ANIME;NULL;NULL;Livre;5.0
Crunchyroll;I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness;TV;2023;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Time of Eve;ONA;2008;NULL;6.0;ANIME;NULL;NULL;Livre;19.0
Crunchyroll;To the Abandoned Sacred Beasts;TV;2019;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;ORIENT;TV;2022;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Natsume's Book of Friends Season 6;TV;2017;NULL;11.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Prince of Stride: Alternative;TV;2016;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Tsuritama;TV;2012;NULL;12.0;ANIME;NULL;NULL;Livre;23.0
Crunchyroll;Natsume's Book of Friends Season 5;TV;2016;NULL;11.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Berserk 2;TV;2017;NULL;12.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;You and Me.;TV;2011;NULL;13.0;ANIME;NULL;NULL;Livre;24.0
Crunchyroll;Ghost Hunt;TV;2006;NULL;25.0;ANIME;NULL;NULL;Livre;25.0
Crunchyroll;Love Live! Sunshine!! Season 2;TV;2017;NULL;13.0;ANIME;NULL;7.5;Not Rated;24.0
